X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,MPE,MAPE
989,Chow,2017,-,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, both",full-text,y,Manual count,manual count,NA,NA,31,19,12,healthy adults,A,H,24.3,5.2,NA,NA,NA,NA,23.6,2.6,"NSW, AUS",Walk: Treadmill,NA,At,0.012,NA
990,Chow,2017,-,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, both",full-text,y,Manual count,manual count,NA,NA,31,19,12,healthy adults,A,H,24.3,5.2,NA,NA,NA,NA,23.6,2.6,"NSW, AUS",Walk: Treadmill,NA,At,0.003,NA
991,Chow,2017,-,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, both",full-text,y,Manual count,manual count,NA,NA,31,19,12,healthy adults,A,H,24.3,5.2,NA,NA,NA,NA,23.6,2.6,"NSW, AUS",Run: Treadmill,NA,At,-0.003,NA
992,Chow,2017,-,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, both",full-text,y,Manual count,manual count,NA,NA,31,19,12,healthy adults,A,H,24.3,5.2,NA,NA,NA,NA,23.6,2.6,"NSW, AUS",Run: Treadmill,NA,At,-0.004,NA
993,Chow,2017,-,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, both",full-text,y,Manual count,manual count,NA,NA,31,19,12,healthy adults,A,H,24.3,5.2,NA,NA,NA,NA,23.6,2.6,"NSW, AUS",Run: Treadmill,NA,At,-0.011,NA
994,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,0.066666667,NA
995,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,0.05,NA
996,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,0.05,NA
997,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,Activity,At,0.032608696,NA
998,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,Activity,At,0.02173913,NA
999,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,Activity,At,0.010869565,NA
1000,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.047619048,NA
1001,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.047619048,NA
1002,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.047619048,NA
1003,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.21875,NA
1004,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.25,NA
1005,Diaz,2015,-,Controlled,EE,kcal/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,Activity,At,-0.25,NA
1006,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.002320186,NA
1007,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.005240175,NA
1008,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,NA,At,-0.005646173,NA
1009,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.008507347,NA
1010,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,NA,At,-0.008782936,NA
1011,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.009280742,NA
1012,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.011353712,NA
1013,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.011353712,NA
1014,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, front",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.012486993,NA
1015,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Jog: Treadmill,NA,At,-0.01944793,NA
1016,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.021852237,NA
1017,Diaz,2015,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right, back",letter,y,Manual count,manual count,NA,NA,23,10,13,healthy adults,A,H,range: 20-54,NA,NA,NA,NA,NA,range: 19.6-29.9,NA,"NY, USA",Walk: Treadmill,NA,At,-0.026014568,NA
1018,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Ambulation: Treadmill,Activity,At,NA,NA
1019,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Jog: Treadmill,Activity,At,-0.001,NA
1020,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.031,NA
1021,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.006,NA
1022,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.002,NA
1023,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Ambulation: Treadmill,NA,At,NA,NA
1024,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Jog: Treadmill,NA,At,0.108,NA
1025,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,-0.097,NA
1026,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.177,NA
1027,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Torso,"upper torso, centre",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.199,NA
1028,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Ambulation: Treadmill,Activity,At,NA,NA
1029,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Jog: Treadmill,Activity,At,-0.009,NA
1030,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.015,NA
1031,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.006,NA
1032,Diaz,2016,-,Controlled,EE,kcal/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Indirect calorimetry (Ultima CPX),indirect calorimetry,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,Activity,At,-0.002,NA
1033,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Ambulation: Treadmill,NA,At,NA,NA
1034,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Jog: Treadmill,NA,At,-0.034,NA
1035,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,-0.078,NA
1036,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.129,NA
1037,Diaz,2016,-,Controlled,SC,steps/min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",report,y,Manual count,manual count,NA,NA,13,0,13,healthy adults,A,H,32,9.2,NA,NA,NA,NA,24.2,3.4,"NY, USA",Walk: Treadmill,NA,At,0.121,NA
1038,Duclos,2019,-,Controlled,SC,steps/6 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,13,7,6,hemiparetic post-stroke,A,NH,53.9,10.8,NA,NA,NA,NA,NA,NA,"QC, CAN",Walk: Overground,NA,Ao,-0.067503925,NA
1039,Duclos,2019,-,Controlled,SC,steps/bout,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,13,7,6,hemiparetic post-stroke,A,NH,53.9,10.8,NA,NA,NA,NA,NA,NA,"QC, CAN",Walk: Overground,NA,Ao,-0.322834646,NA
1040,Duclos,2019,-,Controlled,SC,steps/stairs,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,13,7,6,hemiparetic post-stroke,A,NH,53.9,10.8,NA,NA,NA,NA,NA,NA,"QC, CAN",Stairs: Ascend and Descend,NA,St,-0.344086022,NA
1041,Ferguson,2015,-,Free-Living,EE,kcal/day,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Accelerometry (Bodymedia SenseWear [upper arm]),accelerometry,"arm, upper triceps, L",Upper Arm,21,10,11,healthy adults,A,H,32.8,10.2,NA,NA,NA,NA,"M: 27.3 ± 3.2 
F: 25.5 ± 5.2",NA,"SA, USA",Normal Daily Activities,NA,Fr,-0.158069884,NA
1042,Ferguson,2015,-,Free-Living,SC,steps/day,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, right",full-text,y,Accelerometry (Actigraph GT3X+ [waist]),accelerometry,"waist, right",Waist/Hip,21,10,11,healthy adults,A,H,32.8,10.2,NA,NA,NA,NA,"M: 27.3 ± 3.2 
F: 25.5 ± 5.2",NA,"SA, USA",Normal Daily Activities,NA,Fr,0.055534424,NA
1043,Gaz,2018,-,Controlled,SC,steps/mile,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, DOM",full-text,y,Manual count,manual count,NA,NA,32,10,22,healthy adults,A,H,35.8,7.8,76.6,17.6,168.8,8.7,26.8,5.2,"MN, USA",Walk: Overground,NA,Ao,NA,NA
1044,Gaz,2018,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, DOM",full-text,y,Manual count,manual count,NA,NA,32,10,22,healthy adults,A,H,35.8,7.8,76.6,17.6,168.8,8.7,26.8,5.2,"MN, USA",Walk: Treadmill,NA,At,NA,NA
1045,Gaz,2018,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, DOM",full-text,y,Manual count,manual count,NA,NA,32,10,22,healthy adults,A,H,35.8,7.8,76.6,17.6,168.8,8.7,26.8,5.2,"MN, USA",Walk: Treadmill,NA,At,NA,NA
1046,Gaz,2018,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, DOM",full-text,y,Manual count,manual count,NA,NA,32,10,22,healthy adults,A,H,35.8,7.8,76.6,17.6,168.8,8.7,26.8,5.2,"MN, USA",Walk: Treadmill,NA,At,NA,NA
1047,Gomersall,2016,-,Free-Living,SC,steps/day,Fitbit,One,Fitbit One,2012,Waist/Hip,hip,full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,"hip, right",Waist/Hip,29,3,26,healthy adults,A,H,39.6,11,NA,NA,NA,NA,25.9,5,"QL, AUS",Normal Daily Activities,NA,Fr,0.085206543,NA
1048,Hamari,2017,-,Free-Living,SC,steps/hour,Fitbit,One,Fitbit One,2012,Waist/Hip,waist,full-text,y,Accelerometry (Actigraph wActisleep-BT [waist]),accelerometry,waist,Waist/Hip,26,15,11,children,C,H,9.6,NA,34,NA,140,NA,22.1,NA,Finland,Normal Daily Activities,NA,Fr,NA,NA
1049,Hargens,2017,-,Free-Living,EE,kcal/day,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,"hip, right",Waist/Hip,22,7,15,"adults, healthy",A,H,30.8,11.4,73.1,17.4,169.4,8.6,25.3,4.4,"VA, USA",Normal Daily Activities,NA,Fr,NA,0.257
1050,Hargens,2017,-,Free-Living,SC,steps/day,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, right",full-text,y,Accelerometry (Actigraph GT3X+ [hip]),accelerometry,"hip, right",Waist/Hip,22,7,15,"adults, healthy",A,H,30.8,11.4,73.1,17.4,169.4,8.6,25.3,4.4,"VA, USA",Normal Daily Activities,NA,Fr,0.102,0.114
1051,Huang,2016,1,Controlled,SC,steps/176 stairs,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, random",full-text,y,Manual count,manual count,NA,NA,40,30,10,healthy adults,A,H,23.9,2.8,63.4,9.7,172,7,21.4,2.5,China,Stairs: Descend,NA,St,0.06,NA
1052,Huang,2016,1,Controlled,SC,steps/176 stairs,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, random",full-text,y,Manual count,manual count,NA,NA,40,30,10,healthy adults,A,H,23.9,2.8,63.4,9.7,172,7,21.4,2.5,China,Stairs: Ascend,NA,St,0.023,NA
1053,Huang,2016,1,Controlled,SC,steps/400m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, random",full-text,y,Manual count,manual count,NA,NA,40,30,10,healthy adults,A,H,23.9,2.8,63.4,9.7,172,7,21.4,2.5,China,Walk: Overground,NA,Ao,0.001,NA
1054,Huang,2016,2,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, random",full-text,y,Manual count,manual count,NA,NA,10,7,3,healthy adults,A,H,23.6,2.1,60.3,10.8,169,7,20.9,2.3,China,Walk: Treadmill,NA,At,-0.012,NA
1055,Huang,2016,2,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, random",full-text,y,Manual count,manual count,NA,NA,10,7,3,healthy adults,A,H,23.6,2.1,60.3,10.8,169,7,20.9,2.3,China,Walk: Treadmill,NA,At,-0.015,NA
1056,Huang,2016,2,Controlled,SC,steps/3 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, random",full-text,y,Manual count,manual count,NA,NA,10,7,3,healthy adults,A,H,23.6,2.1,60.3,10.8,169,7,20.9,2.3,China,Walk: Treadmill,NA,At,-0.038,NA
1057,Hui,2018,-,Free-Living,SC,steps/day,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Accelerometry (Actical [ankle]),accelerometry,"ankle, non-paretic side",LAF,12,7,5,community-dwelling stroke survivors,A,NH,62.6,9.3,NA,NA,NA,NA,NA,NA,"ON, CAN",Normal Daily Activities,NA,Fr,0.038,NA
1058,Imboden,2017,-,Controlled,EE,kcal/80 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,49.2,19.2,79.2,15.5,174,8.9,NA,NA,"IN, USA",Mixed Progressive Intensity,Activity,Mi,-0.159863946,NA
1059,Imboden,2017,-,Controlled,SC,steps/80 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",full-text,y,Manual count,manual count,NA,NA,30,15,15,healthy adults,A,H,49.2,19.2,79.2,15.5,174,8.9,NA,NA,"IN, USA",Mixed Progressive Intensity,NA,Mi,-0.260909935,NA
1060,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.04,NA
1061,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.045,NA
1062,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.049,NA
1063,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.049,NA
1064,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.055,NA
1065,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.069,NA
1066,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.077,NA
1067,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.101,NA
1068,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.118,NA
1069,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,LAF,"ankle, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.158,NA
1070,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.166,NA
1071,Klassen,2015,-,Controlled,SC,steps/15m,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, non-paretic",full-text,y,Manual count,manual count,NA,NA,43,30,13,at least 3mo post-stroke,A,NH,65,10.66,NA,NA,NA,NA,NA,NA,"BC, CAN",Walk: Overground,NA,Ao,-0.383,NA
